number,Sex,Age,Rating date,Traveled date,Seat comfort,Customer service,Cleanliness,Food and Beverage,Legroom,In-flight entertainment,Value for money,Check-in and Boarding,Area,Cabin,Route
1470,F,35-49,21/2/2018,18-Feb,3,4,3,3,3,3,4,4,Caribbean,Economy,Miami - Grand Cayman
1471,M,35-49,21/2/2018,18-Feb,3,1,3,3,3,3,1,3,Caribbean,Economy,Orlando - Montego Bay
1472,M,50-64,20/2/2018,18-Feb,5,5,5,5,4,5,4,5,International,Business Class,West Palm Beach - Hong Kong
1473,M,50-64,20/2/2018,18-Feb,5,5,5,5,5,5,5,5,Caribbean,Business Class,Montreal - Aruba
1474,F,50-64,20/2/2018,18-Feb,4,3,3,3,4,4,3,4,Domestic,Economy,Phoenix - Indianapolis
1475,F,35-49,20/2/2018,18-Feb,4,5,5,4,5,4,5,5,USA,Economy,Cozumel - Houston
1476,M,50-64,20/2/2018,18-Feb,4,5,5,3,3,5,5,5,Domestic,Economy,Phoenix - Sacramento
1477,F,50-64,20/2/2018,18-Feb,5,3,4,3,5,2,4,4,Caribbean,Economy,Detroit - Curacao
1478,M,65+,20/2/2018,18-Jan,3,3,3,2,3,5,3,3,Domestic,Economy,Green Bay - Fort Myers
1479,M,50-64,20/2/2018,18-Feb,2,4,4,3,3,4,4,4,Domestic,Economy,Greensboro - Las Vegas
1480,F,25-34,19/2/2018,18-Feb,4,5,5,4,4,4,5,5,Domestic,Economy,Miami - Houston
1481,M,50-64,19/2/2018,,2,3,3,2,3,2,2,2,Domestic,Economy,Las Vegas - Tampa
1482,M,65+,19/2/2018,,2,1,4,2,3,2,2,3,Domestic,Economy,Colorado Springs - Houston
1483,M,50-64,19/2/2018,18-Jan,4,5,4,3,4,3,3,5,Domestic,Economy,Phoenix - Maui
1484,M,50-64,19/2/2018,18-Feb,3,5,4,3,3,3,3,4,Mexico,Economy,Kansas City - Cozumel
1485,M,50-64,18/2/2018,18-Feb,3,4,4,3,5,4,5,3,USA,Economy,Cancun - Dallas
1486,M,25-34,18/2/2018,18-Feb,3,4,4,3,3,4,3,3,Domestic,Economy,Boston - Chicago
1487,F,50-64,18/2/2018,18-Feb,3,5,3,3,3,3,3,5,Canada,Economy,Saint Louis - Vancouver
1488,M,65+,18/2/2018,18-Feb,4,4,5,3,4,5,4,5,International,Economy,Madrid - Dallas
1489,F,50-64,18/2/2018,18-Feb,2,1,3,3,1,1,1,3,Domestic,Economy,Fresno - Nashville
1490,M,50-64,18/2/2018,18-Jan,4,3,4,3,4,3,4,4,Domestic,Economy,Philadelphia - Charlottesville
1491,M,50-64,18/2/2018,18-Feb,4,4,2,4,4,3,3,4,Domestic,First Class,Miami - San Diego
1492,F,65+,18/2/2018,18-Feb,2,1,3,1,2,1,1,1,Domestic,Economy,Philadelphia - College Station
1493,M,65+,17/2/2018,18-Feb,5,5,5,3,5,5,5,5,International,Business Class,Philadelphia - London
1494,F,35-49,17/2/2018,18-Jan,5,5,4,4,4,4,5,4,Domestic,Economy,New Orleans - Los Angeles
1495,F,65+,17/2/2018,18-Feb,3,3,4,2,2,1,1,3,Caribbean,Economy,Charlotte - Montego Bay
1496,M,65+,17/2/2018,,3,1,4,1,3,1,1,4,USA,First Class,Cozumel - Miami
1497,M,35-49,17/2/2018,18-Feb,4,4,4,3,4,4,4,4,Domestic,Economy,Little Rock - Orlando
1498,M,50-64,17/2/2018,18-Feb,2,4,3,3,2,3,3,3,International,Business Class,Milan - New York City
1499,F,35-49,16/2/2018,18-Jan,5,5,5,5,5,2,5,5,Domestic,Economy,Charleston - Miami
1500,M,50-64,16/2/2018,,4,4,4,4,4,4,4,4,Domestic,Economy,San Francisco - Dallas
1501,M,50-64,16/2/2018,18-Jan,3,4,3,3,4,3,3,3,Domestic,Economy,White Plains - Key West
1502,M,50-64,16/2/2018,18-Feb,5,5,5,5,5,5,5,5,Domestic,First Class,Dallas - Los Angeles
1503,M,25-34,16/2/2018,17-Dec,4,5,5,3,4,4,5,3,Domestic,First Class,Phoenix - Grand Junction
1504,M,25-34,16/2/2018,18-Feb,4,5,5,2,3,5,2,5,Domestic,Economy,Honolulu - Phoenix
1505,F,50-64,15/2/2018,18-Jan,1,1,1,5,1,5,1,1,International,Business Class,Los Angeles - Sydney
1506,M,50-64,15/2/2018,17-Nov,3,3,3,3,3,3,3,3,Domestic,Economy,Philadelphia - Fort Myers
1507,M,65+,15/2/2018,18-Feb,3,3,4,3,3,4,4,3,Mexico,Economy,Kansas City - Puerto Vallarta
1508,M,65+,15/2/2018,18-Jan,2,4,4,3,3,4,4,5,Domestic,Economy,Orange - New Orleans
1509,M,25-34,14/2/2018,18-Feb,4,3,5,3,5,4,3,4,International,First Class,New York City - London
1510,M,35-49,14/2/2018,18-Jan,2,3,4,3,2,3,3,2,International,Economy,Raleigh - London
1511,M,65+,14/2/2018,18-Feb,5,5,5,5,5,5,5,5,Domestic,First Class,Philadelphia - Orlando
1512,M,65+,14/2/2018,18-Jan,5,5,5,3,5,3,4,5,Domestic,First Class,Phoenix - Boston
1513,M,35-49,14/2/2018,17-Dec,1,1,1,1,2,2,1,1,International,Economy,Lima - New York City
1514,M,35-49,13/2/2018,18-Feb,2,4,3,2,3,2,3,3,Domestic,Economy,Orlando - Dallas
1515,M,65+,13/2/2018,18-Jan,4,1,4,4,4,4,5,1,International,Economy,Rome - Sacramento
1516,M,50-64,13/2/2018,17-Oct,4,4,3,3,4,3,4,1,International,First Class,El Paso - Lima
1517,F,50-64,13/2/2018,18-Jan,3,4,5,5,2,2,5,5,Domestic,Economy,Knoxville - Fairbanks
1518,F,50-64,13/2/2018,18-Jan,3,3,4,3,3,3,4,4,International,Economy,Sydney - Vancouver
1519,M,65+,13/2/2018,18-Jan,4,4,5,5,4,5,5,5,International,Economy,London - New York City
1520,M,50-64,13/2/2018,18-Jan,4,4,4,3,3,4,4,4,USA,Economy,Kelowna - Miami
1521,M,50-64,13/2/2018,,4,5,5,5,5,3,3,5,Domestic,Business Class,Orlando - Dallas
1522,M,65+,13/2/2018,18-Feb,3,3,3,1,3,2,3,4,International,Economy,Philadelphia - Liberia
1523,M,50-64,13/2/2018,,4,5,5,4,4,4,4,5,Caribbean,Economy,Tampa - Punta Cana
1524,M,35-49,13/2/2018,18-Feb,5,4,5,5,5,3,4,5,Domestic,First Class,Chicago - Las Vegas
1525,F,50-64,13/2/2018,18-Feb,3,1,3,3,2,3,1,1,Domestic,Economy,Columbus - Dallas
1526,F,35-49,2018/12/2 0:00,18-Feb,3,1,4,3,3,1,1,3,Domestic,Economy,Washington DC - Charlotte
1527,M,50-64,2018/12/2 0:00,18-Feb,4,3,4,2,3,5,2,4,Caribbean,Economy,Miami - San Juan
1528,M,25-34,2018/12/2 0:00,18-Jan,5,4,5,3,5,5,5,5,Domestic,Economy,Phoenix - Honolulu
1529,F,50-64,2018/12/2 0:00,18-Feb,3,5,5,3,3,3,4,5,Domestic,Economy,New York City - Minneapolis
1530,M,50-64,2018/12/2 0:00,18-Feb,5,5,5,3,4,3,4,5,Domestic,Economy,Toledo - Charlotte
1531,M,50-64,2018/12/2 0:00,,5,5,4,4,5,4,4,5,International,Business Class,Rio de Janeiro - Miami
1532,M,35-49,2018/12/2 0:00,18-Jan,4,4,5,5,3,1,5,3,Domestic,First Class,Phoenix - Kansas City
1533,M,50-64,2018/12/2 0:00,18-Feb,3,3,3,3,3,2,3,3,Domestic,Economy,Phoenix - Asheville
1534,M,65+,2018/12/2 0:00,,5,5,5,5,5,3,5,5,Domestic,First Class,Maui - Phoenix
1535,M,50-64,2018/11/2 0:00,18-Feb,5,5,4,3,5,4,4,5,Domestic,First Class,Orlando - Dallas
1536,M,65+,2018/11/2 0:00,18-Jan,5,5,3,3,5,4,4,4,Domestic,Business Class,Orange - New York City
1537,M,35-49,2018/11/2 0:00,,3,3,3,3,2,4,2,3,Domestic,Economy,Dallas - Denver
1538,M,25-34,2018/10/2 0:00,18-Jan,4,3,4,3,4,2,2,4,Domestic,Economy,Philadelphia - Minneapolis
1539,F,25-34,2018/10/2 0:00,,4,5,5,5,4,5,5,5,Domestic,Business Class,Washington DC - Miami
1540,F,50-64,2018/10/2 0:00,18-Feb,4,5,4,4,4,4,4,4,Domestic,Economy,Fort Wayne - Norfolk
1541,F,35-49,2018/10/2 0:00,18-Feb,2,1,3,1,3,1,1,3,International,Economy,Miami - Guatemala City
1542,M,65+,2018/10/2 0:00,17-Dec,3,5,4,4,5,4,4,4,International,Economy,Dallas - Paris
1543,F,50-64,2018/10/2 0:00,18-Feb,3,3,4,3,3,2,3,5,Domestic,Economy,Syracuse - San Luis Obispo
1544,M,65+,2018/9/2 0:00,18-Jan,4,5,5,4,3,4,5,5,International,Economy,Charlotte - Belize City
1545,M,65+,2018/9/2 0:00,18-Jan,3,2,4,1,3,2,2,4,Mexico,Economy,Phoenix - Cancun
1546,M,25-34,2018/9/2 0:00,18-Jan,4,2,4,2,4,2,3,3,Domestic,First Class,Grand Junction - Phoenix
1547,M,65+,2018/9/2 0:00,17-Aug,1,2,2,3,1,1,3,3,Domestic,Economy,Philadelphia - San Antonio
1548,M,35-49,2018/9/2 0:00,18-Feb,3,4,4,3,3,1,5,4,Domestic,Economy,Washington DC - Orlando
1549,M,35-49,2018/9/2 0:00,18-Feb,3,4,4,3,3,1,4,4,Domestic,Economy,Orlando - Washington DC
1550,M,50-64,2018/8/2 0:00,18-Jan,3,3,3,5,2,3,3,4,Domestic,Economy,New York City - San Francisco
1551,F,50-64,2018/8/2 0:00,18-Jan,4,5,4,4,3,5,3,5,International,Economy,Buenos Aires - New York City
1552,F,50-64,2018/8/2 0:00,18-Jan,4,5,5,5,5,3,4,5,Domestic,First Class,Fort Lauderdale - Chicago
1553,F,50-64,2018/8/2 0:00,18-Feb,3,4,3,3,2,1,3,3,Domestic,Economy,West Palm Beach - Philadelphia
1554,M,25-34,2018/8/2 0:00,18-Jan,1,2,4,2,1,1,1,5,USA,Economy,Mexico City - Minneapolis
1555,M,50-64,2018/8/2 0:00,,4,2,5,3,4,1,3,5,Domestic,Economy,Portland - Tampa
1556,F,65+,2018/8/2 0:00,18-Jan,4,4,3,3,3,4,3,3,Domestic,Economy,Orlando - Dallas
1557,F,50-64,2018/8/2 0:00,17-Dec,4,4,5,3,5,1,4,5,Domestic,Economy,New York City - Miami
1558,M,35-49,2018/7/2 0:00,,3,2,4,2,4,4,4,4,International,Economy,Dallas - Paris
1559,M,35-49,2018/7/2 0:00,18-Jan,1,2,3,1,1,1,2,2,Domestic,Economy,Philadelphia - Portland
1560,M,50-64,2018/7/2 0:00,18-Jan,4,3,4,3,5,3,3,2,International,Business Class,Auckland - Los Angeles
1561,M,50-64,2018/7/2 0:00,18-Jan,4,5,4,4,4,3,2,5,International,Economy,St. Lucia - Miami
1562,M,65+,2018/7/2 0:00,18-Feb,3,1,3,1,3,2,3,4,Domestic,Economy,San Jose - Miami
1563,M,65+,2018/7/2 0:00,18-Feb,5,4,4,3,5,5,4,4,International,Business Class,London - Miami
1564,M,50-64,2018/6/2 0:00,18-Feb,5,5,4,4,5,4,4,5,Caribbean,First Class,Washington DC - Nassau
1565,F,50-64,2018/6/2 0:00,18-Jan,4,3,2,4,4,1,2,1,USA,First Class,Cancun - Charlotte
1566,M,35-49,2018/6/2 0:00,18-Feb,3,4,5,4,3,5,3,5,Domestic,Economy,Dallas - Denver
1567,M,50-64,2018/6/2 0:00,18-Jan,3,5,4,5,2,4,4,5,Caribbean,Economy,Springfield - Grand Cayman
1568,M,50-64,2018/6/2 0:00,18-Jan,3,4,2,1,3,4,3,4,International,Economy,Sao Paulo - Miami
1569,F,35-49,2018/6/2 0:00,18-Jan,4,4,2,4,5,3,4,4,Domestic,Business Class,McAllen - Pittsburgh
1570,M,35-49,2018/6/2 0:00,18-Feb,2,4,4,3,1,4,3,4,Domestic,Economy,Miami - Houston
1571,M,35-49,2018/5/2 0:00,18-Feb,3,5,5,5,5,5,3,4,Domestic,First Class,Los Angeles - Miami
1572,M,65+,2018/5/2 0:00,18-Jan,4,5,3,4,4,5,3,3,Caribbean,Economy,Rochester - Aruba
1573,M,50-64,2018/5/2 0:00,18-Jan,2,2,3,1,2,3,1,2,International,Economy,Hamilton - Washington DC
1574,M,65+,2018/5/2 0:00,18-Jan,3,3,4,3,3,2,3,3,International,Economy,San Juan - Toronto
1575,M,35-49,2018/4/2 0:00,18-Jan,1,3,3,3,1,2,2,1,Mexico,Economy,New York City - Los Cabos
1576,F,50-64,2018/4/2 0:00,18-Jan,4,1,5,1,4,1,1,1,International,Economy,Guayaquil - Miami
1577,M,50-64,2018/4/2 0:00,17-Nov,4,4,3,4,4,2,4,3,Domestic,Economy,Charlotte - Dallas
1578,F,35-49,2018/4/2 0:00,18-Jan,1,1,1,1,4,1,1,1,Domestic,Economy,Dallas - Maui
1579,F,65+,2018/4/2 0:00,18-Feb,3,3,3,4,5,2,2,4,Domestic,First Class,Charlotte - Los Angeles
1580,M,50-64,2018/4/2 0:00,18-Feb,3,1,3,3,3,4,1,1,International,Economy,Omaha - Santiago
1581,F,35-49,2018/3/2 0:00,18-Feb,5,5,5,5,5,5,3,4,International,Economy,London - Chicago
1582,M,50-64,2018/3/2 0:00,18-Jan,2,1,3,1,3,2,3,2,International,Business Class,Curacao - Miami
1583,M,50-64,2018/3/2 0:00,18-Jan,3,2,2,2,2,4,3,3,Domestic,Economy,New York City - Dallas
1584,M,65+,2018/3/2 0:00,18-Jan,5,5,5,5,5,5,4,5,Domestic,First Class,Dallas - Denver
1585,F,35-49,2018/3/2 0:00,18-Feb,3,1,2,3,4,2,2,3,Domestic,First Class,Dallas - Sacramento
1586,M,35-49,2018/3/2 0:00,18-Jan,4,4,4,4,5,3,4,5,Domestic,Economy,Detroit - Charleston
1587,F,65+,2018/2/2 0:00,,3,2,3,3,3,2,3,1,USA,Economy,Toronto - Miami
1588,M,35-49,2018/2/2 0:00,18-Jan,3,1,3,1,3,3,1,4,Domestic,Economy,White Plains - Tulsa
1589,M,35-49,2018/2/2 0:00,18-Jan,3,5,3,3,3,4,4,4,USA,Economy,Cancun - New York City
1590,M,65+,2018/2/2 0:00,18-Jan,3,2,4,2,2,3,3,1,Domestic,Economy,Dallas - Fort Myers
1591,M,65+,2018/1/2 0:00,18-Jan,4,5,5,4,5,4,3,4,International,First Class,London - Dallas
1592,M,35-49,2018/1/2 0:00,,5,5,5,4,5,5,5,5,International,Business Class,New York City - Buenos Aires
1593,M,50-64,2018/1/2 0:00,18-Jan,3,4,4,3,3,4,4,4,Domestic,Economy,Dallas - San Francisco
1594,F,35-49,2018/1/2 0:00,18-Jan,3,1,3,3,3,3,1,1,Caribbean,Economy,Boston - Providenciales
1595,M,65+,2018/1/2 0:00,18-Jan,3,3,4,2,4,4,3,1,Domestic,Economy,Boston - Bozeman
1596,M,35-49,2018/1/2 0:00,18-Feb,3,4,4,4,3,4,4,4,Domestic,Economy,Seattle - Miami
1597,M,50-64,2018/1/2 0:00,18-Jan,5,3,5,2,5,3,5,5,Domestic,Economy,El Paso - Miami
1598,M,50-64,2018/1/2 0:00,,5,5,5,5,5,4,5,5,Domestic,First Class,Dallas - Las Vegas
1599,M,65+,2018/1/2 0:00,18-Jan,4,5,4,4,5,4,4,5,Domestic,First Class,Wilmington - Fort Myers
1600,F,35-49,2018/1/2 0:00,,3,3,3,2,3,3,3,3,Canada,Economy,New York City - Montreal
1601,M,65+,2018/1/2 0:00,18-Jan,5,1,3,1,5,5,3,5,International,Business Class,Barcelona - New York City
1602,M,65+,2018/1/2 0:00,18-Feb,3,5,3,3,3,2,5,3,Domestic,Economy,Seattle - Norfolk
1603,F,50-64,2018/1/2 0:00,18-Jan,4,4,4,4,4,3,5,5,International,Economy,Saint Louis - Amsterdam
1604,F,35-49,2018/1/2 0:00,18-Jan,4,5,3,3,4,1,3,3,Domestic,Economy,Philadelphia - Tucson
1605,M,50-64,2018/1/2 0:00,18-Jan,5,5,5,5,5,5,4,5,Domestic,First Class,Philadelphia - Key West
1606,M,65+,31/1/2018,17-Dec,3,4,4,3,2,4,5,5,Domestic,Economy,Cincinnati - Dallas
1607,M,50-64,31/1/2018,18-Jan,5,5,5,5,4,5,3,5,International,Economy,San Francisco - Medellin
1608,F,50-64,31/1/2018,18-Jan,4,4,4,3,3,2,3,5,Domestic,Economy,Akron - Orange
1609,F,35-49,31/1/2018,18-Jan,5,5,5,5,5,3,5,5,International,First Class,San Juan - Chicago
1610,M,65+,31/1/2018,17-Dec,3,1,4,3,3,3,3,4,USA,Economy,Cancun - Miami
1611,M,50-64,31/1/2018,18-Jan,3,5,5,4,2,4,4,5,Domestic,Economy,Tampa - Dallas
1612,F,50-64,31/1/2018,17-Oct,3,3,3,3,3,3,3,3,Domestic,Economy,Chicago - Fort Lauderdale
1613,F,25-34,31/1/2018,18-Jan,4,5,5,5,3,5,5,5,Domestic,Economy,Chicago - Orlando
1614,M,50-64,31/1/2018,17-Dec,5,3,5,2,5,1,3,5,Domestic,First Class,Miami - Jacksonville
1615,M,50-64,31/1/2018,18-Jan,5,5,5,5,5,2,5,5,International,First Class,San Juan - Miami
1616,M,50-64,31/1/2018,18-Jan,5,5,5,3,4,5,4,5,Domestic,Business Class,Philadelphia - Charlotte
1617,F,35-49,30/1/2018,18-Jan,2,2,3,1,2,1,2,1,Domestic,Economy,New York City - Las Vegas
1618,M,50-64,30/1/2018,,3,5,4,2,2,2,2,5,Domestic,Economy,Houston - Sacramento
1619,M,50-64,30/1/2018,18-Jan,4,5,5,4,4,4,5,5,USA,Economy,Cancun - Austin
1620,M,65+,30/1/2018,17-Dec,5,5,5,4,4,3,5,5,Mexico,Economy,Austin - Los Cabos
1621,F,50-64,30/1/2018,18-Jan,1,4,4,5,4,4,3,4,Domestic,Business Class,Kailua-Kona - Los Angeles
1622,M,65+,30/1/2018,18-Jan,3,3,3,3,3,1,2,3,Domestic,First Class,Phoenix - Boston
1623,F,50-64,30/1/2018,17-May,5,5,5,5,5,5,5,5,Domestic,First Class,Little Rock - Maui
1624,M,50-64,30/1/2018,18-Jan,3,4,4,2,3,4,4,4,International,Economy,Dallas - London
1625,F,25-34,30/1/2018,18-Jan,1,2,3,1,1,1,2,3,Domestic,Economy,Denver - Sacramento
1626,F,50-64,30/1/2018,,5,5,5,3,5,3,5,5,Mexico,Economy,Vancouver - Los Cabos
1627,M,50-64,30/1/2018,18-Jan,3,4,3,2,2,3,4,3,International,Economy,Dallas - San Jose
1628,F,50-64,29/1/2018,17-Nov,2,1,1,1,2,2,1,1,International,Economy,St. Lucia - Miami
1629,M,50-64,29/1/2018,,3,4,5,3,4,2,3,4,Domestic,Economy,Boise - Miami
1630,M,50-64,29/1/2018,18-Jan,3,1,3,1,3,1,3,1,Domestic,Economy,Kansas City - Charlotte
1631,M,35-49,29/1/2018,18-Jan,3,3,3,3,2,4,2,3,Domestic,Economy,Charlotte - Austin
1632,M,50-64,29/1/2018,18-Jan,4,3,5,3,5,1,2,5,International,Business Class,Phoenix - Quito
1633,M,50-64,29/1/2018,,4,5,4,4,4,3,5,4,International,Economy,Los Angeles - Auckland
1634,M,65+,29/1/2018,17-Dec,5,5,5,4,4,2,4,5,Domestic,Economy,St. George - Dallas
1635,F,65+,28/1/2018,18-Jan,3,3,3,2,2,2,3,3,Domestic,Economy,Salt Lake City - Norfolk
1636,M,50-64,28/1/2018,18-Jan,3,5,4,3,3,2,1,4,Domestic,Economy,Fresno - Indianapolis
1637,M,50-64,28/1/2018,18-Jan,5,5,4,5,5,5,3,5,Domestic,First Class,Dallas - Boston
1638,F,50-64,28/1/2018,18-Jan,4,5,4,3,4,3,4,5,International,Economy,Hartford - Liberia
1639,F,35-49,28/1/2018,18-Jan,2,5,2,3,2,3,3,3,Domestic,Economy,Chicago - Nashville
1640,F,35-49,28/1/2018,18-Jan,2,1,4,4,2,2,2,2,Domestic,Economy,Salt Lake City - Phoenix
1641,F,35-49,28/1/2018,18-Jan,3,5,5,3,3,4,4,5,Caribbean,Economy,Charlotte - Grenada
1642,M,65+,28/1/2018,18-Jan,4,5,5,4,4,3,5,5,Domestic,Economy,Charlotte - Tampa
1643,M,65+,28/1/2018,18-Jan,3,5,5,3,3,3,5,5,Domestic,Economy,Los Angeles - Hartford
1644,M,65+,28/1/2018,18-Jan,4,4,4,3,3,5,5,5,Domestic,Economy,New York City - Charlotte
1645,M,50-64,28/1/2018,18-Jan,5,3,4,3,5,2,3,3,Caribbean,Business Class,New York City - Aruba
1646,F,50-64,27/1/2018,18-Jan,3,1,3,2,2,1,3,2,Domestic,Economy,Atlanta - Detroit
1647,F,35-49,27/1/2018,17-Dec,4,5,4,4,4,4,4,4,Canada,Economy,Dallas - Vancouver
1648,F,35-49,27/1/2018,,3,3,3,3,3,3,3,3,Domestic,Economy,Chicago - Little Rock
1649,F,35-49,26/1/2018,18-Jan,3,5,5,3,3,3,5,5,Domestic,Economy,Memphis - Colorado Springs
1650,M,65+,26/1/2018,17-Nov,3,4,5,3,3,5,3,5,Domestic,Economy,Dallas - Orange
1651,M,50-64,26/1/2018,17-Mar,5,5,5,5,5,5,5,5,International,Economy,Miami - Barcelona
1652,M,65+,26/1/2018,17-Dec,4,5,4,2,3,2,3,5,Mexico,Economy,Charlotte - Cancun
1653,M,65+,26/1/2018,18-Jan,3,4,4,2,3,2,3,5,Domestic,Economy,Roanoke - Charlotte
1654,M,50-64,26/1/2018,18-Jan,3,2,3,3,1,3,3,3,International,Economy,London - Miami
1655,M,50-64,26/1/2018,18-Jan,5,5,5,5,5,5,4,5,Domestic,First Class,Dallas - Lihue
1656,M,50-64,25/1/2018,18-Jan,5,5,5,4,5,4,5,4,International,Economy,London - Miami
1657,M,50-64,25/1/2018,18-Jan,5,5,5,5,5,5,2,5,International,Business Class,Lima - Miami
1658,F,50-64,25/1/2018,,3,1,3,1,3,1,3,3,Domestic,Economy,Charleston - Washington DC
1659,M,50-64,25/1/2018,17-Dec,3,3,3,3,3,1,3,4,Domestic,Economy,Chicago - Washington DC
1660,F,50-64,25/1/2018,18-Jan,1,3,2,3,1,4,2,3,Mexico,Economy,Hartford - Los Cabos
1661,F,18-24,25/1/2018,18-Jan,2,5,3,3,2,4,3,3,Domestic,Economy,Buffalo - Fort Myers
1662,F,50-64,25/1/2018,17-Dec,3,3,3,2,4,4,3,3,Domestic,Economy,San Francisco - Hartford
1663,F,35-49,25/1/2018,17-Oct,3,3,4,3,3,3,3,4,Domestic,Economy,Philadelphia - Salt Lake City
1664,F,65+,25/1/2018,18-Jan,2,3,4,3,2,4,3,3,International,Economy,San Juan - Madrid
1665,M,35-49,25/1/2018,17-Dec,3,3,4,3,3,3,3,2,International,Economy,Aruba - Philadelphia
1666,M,65+,25/1/2018,17-Dec,5,5,4,4,5,5,4,4,USA,Business Class,Cancun - Dallas
1667,F,65+,24/1/2018,18-Jan,4,4,4,4,4,5,4,5,Domestic,Economy,McAllen - Portland
1668,F,35-49,24/1/2018,17-Dec,3,3,4,3,2,1,3,5,Domestic,Economy,Washington DC - Jacksonville
1669,M,50-64,24/1/2018,18-Jan,4,2,3,3,4,1,1,3,International,First Class,Miami - London
1670,M,50-64,24/1/2018,18-Jan,5,5,5,1,5,1,4,5,Domestic,First Class,Washington DC - Charlotte
1671,M,50-64,24/1/2018,18-Jan,3,3,4,4,3,4,2,2,Domestic,Economy,Chicago - Philadelphia
1672,M,50-64,24/1/2018,18-Jan,3,5,3,3,3,3,3,4,Domestic,Economy,Phoenix - San Luis Obispo
1673,F,50-64,24/1/2018,18-Jan,4,3,5,5,4,4,5,3,International,Economy,Sydney - Los Angeles
1674,M,50-64,24/1/2018,18-Jan,3,4,4,3,3,1,3,4,International,Economy,St. Thomas - Miami
1675,F,35-49,24/1/2018,18-Jan,2,5,1,3,2,1,1,4,Domestic,Economy,Washington DC - Birmingham
1676,M,50-64,24/1/2018,,4,4,4,4,4,4,4,4,Domestic,First Class,Miami - Orange
1677,M,50-64,24/1/2018,18-Jan,5,4,5,5,5,5,5,5,Caribbean,First Class,Miami - San Juan
1678,M,50-64,24/1/2018,18-Jan,2,2,3,2,3,2,3,3,International,Economy,Hong Kong - Dallas
1679,F,35-49,23/1/2018,17-Nov,4,4,5,4,4,3,4,5,USA,Economy,Cancun - Phoenix
1680,M,50-64,23/1/2018,18-Jan,4,5,5,3,4,5,3,5,Caribbean,Economy,San Francisco - Aruba
1681,M,50-64,23/1/2018,18-Jan,4,5,5,4,4,5,4,4,International,Economy,Charlotte - Lisbon
1682,F,35-49,23/1/2018,,2,3,3,3,1,1,3,3,Domestic,Economy,Charleston - Philadelphia
1683,M,50-64,23/1/2018,18-Jan,4,3,3,3,4,2,3,3,Domestic,Economy,Los Angeles - Boston
1684,M,50-64,23/1/2018,18-Jan,3,4,2,3,3,1,3,4,Domestic,Economy,Boston - Los Angeles
1685,F,50-64,23/1/2018,18-Jan,4,5,4,5,4,4,4,5,Domestic,Economy,Dallas - Oklahoma City
1686,M,65+,23/1/2018,18-Jan,4,4,3,3,4,4,4,3,Domestic,Economy,Detroit - Miami
1687,F,50-64,23/1/2018,18-Jan,1,2,3,2,1,3,2,3,Domestic,Economy,Los Angeles - Miami
1688,M,35-49,23/1/2018,17-Nov,3,2,2,3,3,3,2,4,Domestic,Economy,Oklahoma City - New York City
1689,F,25-34,22/1/2018,18-Jan,3,3,3,3,3,1,3,3,Domestic,Economy,Miami - Boston
1690,F,25-34,22/1/2018,18-Jan,3,3,3,3,3,1,3,3,Domestic,Economy,Boston - Miami
1691,M,50-64,22/1/2018,17-Dec,1,2,2,1,1,3,2,4,Domestic,Economy,Charlotte - Boston
1692,M,65+,22/1/2018,18-Jan,2,2,2,1,3,3,2,2,Domestic,First Class,Los Angeles - Honolulu
1693,M,65+,22/1/2018,17-Sep,4,5,4,4,4,4,4,5,USA,Economy,Cancun - Detroit
1694,M,65+,21/1/2018,17-Apr,2,4,4,3,3,2,3,4,International,Economy,Grand Cayman - Buffalo
1695,F,50-64,21/1/2018,,4,5,4,2,4,5,5,5,Domestic,Economy,Ontario - New Orleans
1696,F,35-49,21/1/2018,18-Jan,4,5,4,5,4,4,4,4,International,Economy,Puerto Plata - Chicago
1697,F,50-64,21/1/2018,18-Jan,5,5,5,2,5,3,5,5,Domestic,Economy,Memphis - New York City
1698,M,50-64,21/1/2018,18-Jan,3,1,3,3,3,4,3,3,Domestic,Economy,San Francisco - Dallas
1699,M,35-49,21/1/2018,17-Dec,5,4,5,3,4,5,5,4,Domestic,First Class,Amarillo - Austin
1700,M,50-64,21/1/2018,17-Dec,4,3,3,4,4,5,2,5,Domestic,Economy,Dallas - Honolulu
1701,F,50-64,20/1/2018,18-Jan,2,1,3,2,2,4,2,4,International,Economy,Melbourne - Los Angeles
1702,M,50-64,20/1/2018,18-Jan,3,3,3,3,3,3,3,3,Domestic,Economy,Boston - Kailua-Kona
1703,M,50-64,20/1/2018,17-Sep,3,3,4,3,2,3,2,5,Domestic,Economy,Washington DC - San Francisco
1704,M,35-49,20/1/2018,18-Jan,3,4,5,2,3,3,4,2,Caribbean,Economy,Miami - Kingston
1705,M,65+,19/1/2018,18-Jan,4,4,3,3,4,4,3,3,Mexico,First Class,Dallas - Cancun
1706,F,50-64,19/1/2018,,2,2,3,2,1,3,2,1,Domestic,Economy,New York City - Austin
1707,M,50-64,19/1/2018,18-Jan,2,5,5,2,4,1,3,5,Domestic,Economy,Salt Lake City - Kailua-Kona
1708,M,65+,19/1/2018,17-Dec,3,4,4,3,3,3,3,5,Caribbean,Economy,Philadelphia - Montego Bay
1709,F,50-64,19/1/2018,18-Jan,3,5,2,3,3,3,2,5,Domestic,Economy,Grand Island - Phoenix
1710,F,65+,18/1/2018,,5,4,4,3,4,4,4,5,Canada,Economy,Dallas - Calgary
